1, Coral Reefs, 29, Northern Salado, Rubber fig Salix caprea Adansonia digitata Quercus serrata Neem Tree Black locust, Mount Morgan, Hidden Lakes Circle C Dam Faucherie Lake Granite Lakes
188, Wet Coastal Ecosystems, 39, Tapajós, Salix caprea Montezuma cypress Giant sequoia Blue spruce Bay laurel Quercus serrata Silver maple European ash Coast redwood Blue spruce European beech Ginkgo Papaya Quercus serrata, Denali, Poindexter Reservoir Silver Pass Lake Sixty Lake Basin No. 8 Juniper Hole Fraser Lakes Lost Lakes
189, Ecosystems of Disturbed Ground, 19, Amur–Argun, Banyan English oak Clove Camphor tree Quercus suber Curry tree Nutmeg Papaya Giant sequoia Camphor tree, Capitol Peak, Velma Lake, Middle Rock Lake Lake Madigan Granite Lake Crooked Lakes
190, Tropical Rain Forest Ecosystems, 16, Colorado (western U.S.), Tree of heaven Montezuma cypress Neem Tree Banyan Bristlecone pine Southern magnolia Pará rubber tree Sycamore maple European ash Blue spruce Neem Tree Montezuma cypress Silver birch, West Buffalo Peak, Graveyard Lakes Fawn Lake Mariposa Lake Big Buttonwillow Lake Soap Lake
191, Heathlands and Related Shrublands, 54, Chenab, Black locust Pecan Adansonia digitata Quercus acutissima Coast redwood Bay laurel Pistachio Eastern black walnut Quercus suber, Handies Peak, Hockett Lakes Geraldine Lakes Finnon Reservoir Silver Lake Reservoir
192, River and Stream Ecosystems, 21, (Ganga), Silver maple Quercus ilex Papaya Clove Nutmeg Blue spruce Pará rubber tree Tea plant Pistachio Quercus suber Magnolia kobus Montezuma cypress, (Boundary Point 180)Middle Peak, Simas Lake Chain Lake #3 Dry Lakes Barrett Lakes 2
193, Ecosystems of the Continental Shelves, 27, Khoper, Clove Clove Tree of heaven Pará rubber tree Indian gooseberry True cinnamon tree Quercus ilex Magnolia kobus Silver birch Cacao tree Salix caprea Pistachio Pará rubber tree, North Arapaho Peak, San Joaquin Reservoir Cone Reservoir Cup Lake Virginia Lake
194, Mediterranean-Type Shrublands, 57, Saint Lawrence – Niagara – Detroit – Saint Clair – Saint Marys – Saint Louis, Quercus acutissima Papaya Star magnolia Silver birch Silver maple Cacao tree True cinnamon tree White oak Bristlecone pine American sycamore Giant sequoia Indian gooseberry Blue spruce, Castle Peak, Bear Twin Lakes Blue Pond Widow Lake
195, Greenhouse Ecosystems, 41, Liao, Ginkgo Weeping willow Bristlecone pine Quercus serrata European beech Coast redwood White oak White oak Giant sequoia Tea plant, North Palisade, Gillem Lakes Doe Lake Reflection Lake
196, River and Stream Ecosystems, 17, (Zambesi), Salix caprea English oak Black locust Bay laurel Brazil nut Black locust Bristlecone pine Ginkgo White oak Eastern black walnut Coast redwood Breadfruit Montezuma cypress Tea plant, Sunshine Peak, Upper Otay Reservoir Camino Reservoir Alger Lakes Bighorn Park Williamson No. 5 Talus Lake
197, Tree Crop Ecosystems, 56, Lomami, Tea plant Coast redwood Breadfruit Quercus serrata Eastern black walnut Curry tree Papaya Tasmanian blue gum Weeping willow English oak Sycamore maple, Mount Morgan, Iceberg Lake Leland Lakes San Diego Reservoir Hog Lake
198, Inland Aquatic Ecosystems, 10, Pechora, Tilia cordata Magnolia kobus Camphor tree Montezuma cypress English oak Ginkgo, San Luis Peak, Los Banos Reservoir Houseman Camp Reservoir Waugh Reservoir
199, Aquatic Ecosystems, 50, Mtkvari (Kura), Neem Tree Pecan Pecan Quercus suber Pistachio Breadfruit, Crestone Peak, Middle Lake Badger Lakes Mirror Lake
200, Managed Aquatic Ecosystems, 27, Aras, Rubber fig Tree of heaven True cinnamon tree Giant sequoia Coast redwood European ash Rubber fig American sycamore Bristlecone pine Camphor tree Magnolia kobus Bay laurel Bristlecone pine White oak, Mount Augusta, Bolsa Chica Lake Tejon Reservoir Number One Upper Crystal Springs Reservoir Frenchman Lake Bingaman Lake Camp Lake
201, Bioindustrial Ecosystems, 42, Volga, Silver maple Pará rubber tree American sycamore Quercus serrata Silver birch Quercus suber American sycamore, Culebra Peak, Pine Lake Haypress Reservoir Tangle Blue Lake Ranger Lake
202, Heathlands and Related Shrublands, 49, Arkansas, Sycamore maple Tea plant Bay laurel American sycamore White oak Nutmeg Southern magnolia Southern magnolia Star magnolia Tea plant, Mount Hubbard, Morgan Reservoir Morgan Lake, Middle Keswick Reservoir Long Lake Mule Lake Tough Lake
203, Wetland Forests, 29, Fraser, Sycamore maple Silver maple Montezuma cypress Cacao tree Silver birch Bay laurel Tasmanian blue gum, Jacque Peak, Grassy Lake Upper Mills Creek Lake Emerald Lakes Lower Salmon Lake
204, Temperate Broad-Leaved Evergreen Forests, 41, Danube–Breg, Giant sequoia Quercus acutissima Pistachio Weeping willow Neem Tree Southern magnolia English walnut Neem Tree Rubber fig Tilia cordata Nutmeg, Grizzly Peak, Rushing Lake Twin Island Lakes 2 Hooper Lake
205, Lakes and Reservoirs, 34, Milk, Eastern black walnut Silver maple European ash Salix caprea Tree of heaven Ginkgo Quercus ilex American sycamore, Mount Williamson, River Spring Lakes Twin Lakes English Lake Wire Lakes 5
206, Field Crop Ecosystems, 23, Anadyr, Eastern white pine Quercus serrata Quercus acutissima True cinnamon tree Black locust Nutmeg Coast redwood, Mount Foraker, Laniger Lakes Tyee Lakes Youngs Lake Lindsey Lakes Central Reservoir
207, Temperate Deserts and Semi-Deserts, 47, Brahmaputra–Tsangpo, Brazil nut European beech Pecan Tilia cordata Star magnolia, Mount Augusta, Pulgas Lake Granite Lake Big Tujunga Reservoir Warren Lake Vineyard Lake
208, Wetland Forests, 25, Indigirka, Quercus ilex Adansonia digitata Banyan Curry tree Magnolia kobus, Wind River Peak, Lost Lakes Babcock Lake Woodward Park Pond 1
209, Ecosystems of the Deep Ocean, 40, Milk, European beech Silver maple Southern magnolia Coast redwood Rubber fig English walnut European ash Blue spruce, North Arapaho Peak, Raljon Lake Hilton Lake #1 (Davis) Forest Lake Rector Reservoir Stony Gorge Reservoir
210, Natural Grasslands, 42, Mississippi–Missouri–Jefferson, Silver maple Eastern black walnut Pistachio Weeping willow Adansonia digitata Eastern black walnut Coconut, Francs Peak, Sugar Lake, South Logan Lake Mumbo Lake, Upper Division Lake Upper Palisade No. 1
211, Natural Grasslands, 8, Oka, Blue spruce Tasmanian blue gum English walnut Salix caprea Bristlecone pine Papaya Tilia cordata Sycamore maple Neem Tree English walnut Sycamore maple Black locust Coast redwood, Mount Cook, Goethe Basin No.2 Cardoza Lake Gold Lake Gem Lake Iverson
212, Ecosystems of the Deep Ocean, 45, Iguaçu, Quercus suber Ginkgo Pistachio Quercus serrata Coast redwood Quercus acutissima Papaya Quercus suber Salix caprea Quercus ilex Montezuma cypress Quercus suber, Grizzly Peak, Chocolate Lake #1 Grass Lake Fraser Lakes
213, Greenhouse Ecosystems, 7, Paraíba do Sul, Tilia cordata Pará rubber tree English walnut Black locust Montezuma cypress Giant sequoia, Sultan Mountain, Jacobs Creek Dam Lake Mathews Floating Island Lake
214, Aquatic Ecosystems, 7, (Lancang Jiang), Pecan Rubber fig Salix caprea Camphor tree Breadfruit Clove Tasmanian blue gum European ash Pistachio European ash, Culebra Peak, Mystic Lake Twin Lakes Upper Crystal Springs Reservoir
215, Tree Crop Ecosystems, 55, Cooper–Barcoo, English oak Coast redwood Tree of heaven Brazil nut Clove, Mount Natazhat, Hoopah Lake Bear Wallows Blanc Lake Columbian Antelope Creek Lakes West Lake, Upper
216, Ecosystems of the Deep Ocean, 30, Vaal, Clove Coast redwood Quercus serrata English oak Bristlecone pine Cacao tree, Handies Peak, Stone Lake Rush Creek Lakes 1 Thimble Lake, Lower Stienhart Lakes
217, Tropical Savannas, 25, Kama, European beech Neem Tree Black locust Breadfruit Bay laurel Tilia cordata Tasmanian blue gum Cacao tree Montezuma cypress Southern magnolia, Mount Marcus Baker, Tulloch Reservoir Log Pond Rimrock Valley Reservoir
218, Mires: Swamp, Bog, Fen, and Moor, 34, Yamuna, Bristlecone pine Silver maple Pistachio Salix caprea Camphor tree Silver birch Curry tree, Mount Pinchot, Brown Lake Cora Lake Nelson Lakes Mosquito Lake Cabin Lake Pinebrook Reservoir
219, Managed Aquatic Ecosystems, 13, Salween, Pistachio Pistachio Rubber fig Quercus ilex Quercus acutissima Eastern white pine Blue spruce Eastern black walnut European beech Quercus serrata Breadfruit Magnolia kobus Giant sequoia Curry tree, Bennett Peak, Sierra Vista Mahan Lake Five Lakes Basin
220, Bioindustrial Ecosystems, 5, Green, European beech Pistachio Magnolia kobus Papaya Indian gooseberry Quercus suber Neem Tree Pistachio, Mount Lincoln, Grizzly Lake Calaveras Cement High Lake Goodbye Lake
221, Bioindustrial Ecosystems, 9, Ubangi–Uele, Breadfruit Quercus acutissima English oak Black locust Tree of heaven Star magnolia Silver birch Nutmeg Curry tree Tasmanian blue gum Bay laurel Silver birch Papaya Camphor tree, Mount Pinchot, Yontocket Slough Finch Lake Donovan Reservoir Broadwell Lake Huntley Mill Lake Cottonwood Lakes
222, Hot Deserts and Arid Shrublands, 55, Sepik, Bay laurel Eastern black walnut Adansonia digitata Coconut Tea plant, Blanca Peak, Little Caribou Lake Mattie Lake Five Lakes Basin Phoenix Reservoir
223, Ecosystems of the Deep Ocean, 32, Godavari, English walnut Southern magnolia Southern magnolia Coconut Giant sequoia White oak Quercus acutissima Southern magnolia Northern Red Oak Southern magnolia Neem Tree Nutmeg, Mount Dubois, Mile Square Park Lake Grizzly Lakes Deadhorse Flat Reservoir Caldwell Lakes Twin Lakes
224, Coral Reefs, 19, Essequibo, Black locust Sycamore maple Silver maple Tea plant White oak European beech Nutmeg English oak Pecan English oak Pecan, Mount Wilson, Lorraine Lake Duck Lake High Lake Porter Reservoir
225, Mires: Swamp, Bog, Fen, and Moor, 47, Paraná – Río de la Plata, Eastern black walnut Pará rubber tree Giant sequoia Rubber fig Breadfruit Papaya Silver maple Quercus serrata Tilia cordata Camphor tree Tea plant Papaya, Gannett Peak, Green Lake Square Lake Beaver Creek Wetlands Smedberg Lake East Side Reservoir Central Lake
226, Ecosystems of the Deep Ocean, 2, Northern Salado, Papaya Camphor tree Adansonia digitata Tree of heaven Magnolia kobus Coast redwood Rubber fig, Capitol Peak, Gardiner Lakes Big Lake Beeler Reservoir Buck Lake
227, Field Crop Ecosystems, 24, Guaviare, Silver birch Quercus ilex Adansonia digitata Pará rubber tree Quercus acutissima Coconut Coast redwood Eastern white pine American sycamore Clove English oak Bristlecone pine Southern magnolia, Regal Mountain, Spooner Reservoir Craemer Reservoir Lake Solano Deep Waterhole Minnie Lake
228, Lakes and Reservoirs, 52, Congo–Chambeshi, Tilia cordata Brazil nut Nutmeg Curry tree Nutmeg Star magnolia Brazil nut Coast redwood, Mount Jarvis, Bean Hollow Lake Lower Kinney Lake Bouton Lake Crooked Lakes Fox Flat
229, Aquatic Ecosystems, 31, Paraguay, Bay laurel Tea plant Cacao tree Silver maple Magnolia kobus Pará rubber tree Eastern black walnut Silver maple Bay laurel, North Palisade, Burger Lake Emerald Lake Crown Lake
230, Lakes and Reservoirs, 61, Sankuru, Southern magnolia Nutmeg Neem Tree True cinnamon tree Tree of heaven European beech Banyan Tasmanian blue gum Adansonia digitata English walnut Clove Eastern white pine, Mauna Kea, Mud Lake Sugar Pine Lake Millpond
231, Bioindustrial Ecosystems, 7, Belaya, American sycamore True cinnamon tree Ginkgo Montezuma cypress Cacao tree American sycamore Rubber fig, Mauna Kea, Beauty Lake McLean Lake Cora Lakes
232, Bioindustrial Ecosystems, 13, Paraná – Río de la Plata, Blue spruce Camphor tree Blue spruce English walnut Brazil nut Silver maple Pecan Blue spruce Giant sequoia Pecan Brazil nut Cacao tree, Mount Pinchot, Grizzly Lake Volcano Lake Bonnie Lake Ridenoure Reservoir Barrett Lakes 1
233, Natural Grasslands, 46, Amazon – Ucayali – Apurímac, White oak Montezuma cypress Ginkgo Cacao tree Sycamore maple Indian gooseberry, Mount Antero, Lake Elizabeth Chain Lakes Mildred Lake Darwin Lake 2
234, Estuaries and Enclosed Seas, 37, Niger, Sycamore maple Black locust Salix caprea Papaya English walnut Silver maple Neem Tree Neem Tree Clove American sycamore, Mount Hunter, Ambrose Reservoir Twin Lakes Mahogany Lake
235, Aquatic Ecosystems, 24, Cooper–Barcoo, Silver birch Silver maple Rubber fig Quercus ilex Blue spruce European ash Ginkgo Pistachio, Mount Jackson, Mill Creek Ponds Crescent Lake Hidden Lakes Homestead Flat
236, Coral Reefs, 3, (Tajo/Tejo), Indian gooseberry Pecan English walnut Pará rubber tree Quercus acutissima Weeping willow Sycamore maple Quercus suber Quercus serrata Coast redwood Black locust Camphor tree Ginkgo, University Peak, Gem Lakes Hoover Reservoir Woodridge Lake Ridge Lake Hatch Lake Sherwin Lakes
237, Wet Coastal Ecosystems, 16, Shatt al-Arab – Euphrates, Adansonia digitata Pará rubber tree Indian gooseberry Banyan Star magnolia Tilia cordata, Tower Mountain, Camino Reservoir Ice House Reservoir Loch Lomond Crystal Waterhole
238, Dry Coastal Ecosystems, 40, Ghaghara, Salix caprea American sycamore Papaya Pecan Bristlecone pine Eastern white pine Southern magnolia European beech Tree of heaven English walnut Bristlecone pine Cacao tree, Wheeler Peak, Barrett Lakes 1 Onemile Lake 1 Five Acre Lake Galway Lake Salt Springs Reservoir Cabin Lake
239, Marine Ecosystems, 61, Canadian, American sycamore Curry tree Silver birch Eastern black walnut Camphor tree Tea plant Coast redwood Clove Camphor tree, Mount Dubois, Brave Lake Philbrook Reservoir Grouse Lakes Uvas Reservoir
240, River and Stream Ecosystems, 43, Godavari, Tasmanian blue gum English oak Indian gooseberry Adansonia digitata Nutmeg Brazil nut Eastern white pine Curry tree European beech Star magnolia Silver maple Quercus acutissima Eastern black walnut Coconut, Mount Sneffels, Mildred Lakes Chain Lakes Five Lakes Basin Oneida Lake Corcoran Lagoon
241, Managed Aquatic Ecosystems, 41, Vilyuy, Tree of heaven Brazil nut English oak European ash Montezuma cypress True cinnamon tree Clove Black locust True cinnamon tree Pecan Camphor tree Cacao tree Curry tree, Mount Cook, Blue lake Green Place Reservoir Crabtree No. 8 Devils Gate Reservoir
242, Tropical Savannas, 49, Kapuas, Banyan Giant sequoia Weeping willow Curry tree Tea plant Silver maple White oak Tea plant, Mount Alverstone, Indian Lake, Upper Beebe Lake McGee Lake Sotcher Lake Wahoo Lakes
243, Estuaries and Enclosed Seas, 19, Kapuas, American sycamore Nutmeg Eastern white pine Sycamore maple Sycamore maple Magnolia kobus Tea plant Sycamore maple Eastern black walnut Pecan, Mount Dubois, Humphreys Lakes Chili Bar Reservoir North Haiwee Reservoir
244, Ecosystems of Disturbed Ground, 6, Lower Tunguska, Tilia cordata Black locust English oak Tilia cordata Tea plant Black locust Quercus acutissima Quercus ilex True cinnamon tree Northern Red Oak Eastern black walnut Quercus suber, Mount Morgan, Lake Moran Little Carmen Lake Morongo Lakes Little Lakes Conness Lake, Middle Warren Lake
245, Coniferous Forests, Temperate Deciduous Forests, 55, Elbe–Vltava, Eastern black walnut English walnut Magnolia kobus Clove Coconut Adansonia digitata English walnut Quercus serrata Pecan Montezuma cypress Quercus suber Papaya, Mount Oso, Silver Lake Siphon Reservoir Whitehorse Flat Reservoir Pendant Lake State No. 1
246, Lakes and Reservoirs, 35, Dniester, Coconut Quercus serrata Pistachio Cacao tree Star magnolia Tilia cordata Curry tree Giant sequoia, White Mountain Peak, Island Lake Gillem Lakes Burro Lake, Lower Hamel Y Meadow Lake Rector Reservoir
247, Heathlands and Related Shrublands, 49, Cooper–Barcoo, English oak Indian gooseberry Rubber fig Breadfruit American sycamore Banyan European ash Bay laurel Nutmeg Silver birch Northern Red Oak, West Spanish Peak, Lake Sutherland Bishop Lake Five Lakes Basin Catfish Reservoir Crabtree Lakes East Cronise Lake
248, Wet Coastal Ecosystems, 21, Tigris, Star magnolia Quercus acutissima Coast redwood Quercus serrata Weeping willow Cacao tree Bay laurel Silver birch Quercus acutissima, Mount Morgan, Lost Lake Matanzas Creek Reservoir Marmot Lake Fraser Lakes Lost Lake
249, Lakes and Reservoirs, 8, (Nonni), Clove Magnolia kobus Magnolia kobus Coast redwood Ginkgo Coast redwood Tree of heaven Silver birch Quercus suber, Castle Peak, Granite Park 1 Lion Lake Golden Trout Lake, Lower Gardiner Lakes Lost Reservoir
250, Tropical Savannas, 59, Ganges–Hooghly–Padma, Bay laurel Brazil nut Silver maple Quercus serrata Quercus serrata Tasmanian blue gum, Mount Yale, Cloak Lake Lost Lake Chinquapin Lakes 5
251, Coniferous Forests, Temperate Deciduous Forests, 50, Tarim, Quercus suber Pará rubber tree English oak Nutmeg Rubber fig, Mount Morgan, Bear Lake Bear Wallow Wild Lake Folsom Lake Laurel Lake Frenchman Lake
252, Tropical Rain Forest Ecosystems, 37, Mackenzie–Slave–Peace–Finlay, American sycamore White oak Nutmeg Pará rubber tree Tea plant Rubber fig European beech Ginkgo Northern Red Oak Tea plant Indian gooseberry, Hesperus Mountain, Beeler Reservoir Medley Lake River Spring Lakes
253, Tropical Savannas, 42, Salween, Silver birch Tilia cordata Eastern white pine Neem Tree Ginkgo Eastern black walnut Quercus serrata Pistachio White oak Tasmanian blue gum Blue spruce Quercus suber Star magnolia Brazil nut, Mount Sanford, Sindicich Lagoons Ross 2 Reservoir Squires Shinn Pond
254, Ecosystems of the Continental Shelves, 20, Green, Giant sequoia Coast redwood Salix caprea Giant sequoia Magnolia kobus European beech, Mount Wilson, Matlock Lake Ogaromtoc Lake Twin Lakes Golden Trout Lake, Upper
255, Mediterranean-Type Shrublands, 9, Pilcomayo, Brazil nut Weeping willow Star magnolia Bay laurel Star magnolia Clove Tree of heaven Magnolia kobus Camphor tree Tasmanian blue gum Northern Red Oak Neem Tree Pecan, Longs Peak, 4-Q Lakes Carobe Lake Flood Control Basin Edna Lake
256, Intertidal and Littoral Ecosystems, 44, Upper Ob -- Katun, Tilia cordata Southern magnolia Pecan Pará rubber tree Camphor tree Weeping willow Brazil nut Silver maple Star magnolia Papaya Curry tree, Bald Mountain, Snowshoe Lake Cook No. 2 Big Five Lakes
257, Estuaries and Enclosed Seas, 22, Vitim, Adansonia digitata Coconut European ash Pará rubber tree Eastern black walnut Cacao tree, Mount Marcus Baker, Goethe Basin No.3 Battalion Lake Little Lakes Fraser Lakes Independence Lake Covington Lake
258, Tropical Rain Forest Ecosystems, 44, Athabasca, Quercus ilex Tree of heaven Rubber fig Pistachio Eastern white pine Nutmeg Quercus serrata Quercus suber Eastern black walnut Pará rubber tree, Windom Peak, Guard Lake, North Hollywood Reservoir Ramer Lake Kutras Lake
259, Inland Aquatic Ecosystems, 48, Kolyma, Clove Eastern black walnut Banyan European beech Quercus acutissima English walnut Black locust Bristlecone pine Quercus acutissima English oak Bay laurel, Tower Mountain, Rush Creek Lakes Waterdog Lake River Spring Lakes 4-Q Lakes Green Place Reservoir Pioneer Basin Lakes
260, Mediterranean-Type Shrublands, 58, Helmand, Papaya European beech Pecan Coast redwood Indian gooseberry Bay laurel Quercus serrata Giant sequoia, Jacque Peak, Skelton Lakes Stone Lake Lake Hodges
261, Inland Aquatic Ecosystems, 59, (Ganga), Black locust Curry tree Camphor tree Curry tree American sycamore Breadfruit Cacao tree Tilia cordata Papaya, Mount Sneffels, Quien Sabe No. 1 Moraine Lake Barrett Lake James Montgomery
262, Managed Aquatic Ecosystems, 11, Upper Ob -- Katun, English oak Silver maple Northern Red Oak Quercus ilex Tea plant Black locust Northern Red Oak Tea plant Pará rubber tree Camphor tree Silver birch Tilia cordata Tea plant Cacao tree, Henry Mountain, Horseshoe Lake Hurd Lake Sabin Lake Fraser Lakes Willow Lake Alger Lake #2
263, Ecosystems of the Deep Ocean, 44, Krishna, Adansonia digitata White oak White oak Tasmanian blue gum Camphor tree Ginkgo Quercus acutissima European beech Northern Red Oak Southern magnolia English oak Curry tree Coast redwood Coconut, Grand Teton, Upper Stone Canyon Reservoir Devils Lake Lily Lake Goose Lake Dry Canyon Reservoir
264, Coral Reefs, 26, Içá (Putumayo), Blue spruce Black locust Coast redwood Southern magnolia Nutmeg Ginkgo Black locust Tasmanian blue gum, Mount Kaweah, Sportsman Lake Fern Lake Lower Emerald Lake Twin Lakes Lake Amador
265, Dry Coastal Ecosystems, 2, Wu, True cinnamon tree Neem Tree English walnut Quercus acutissima Black locust Quercus acutissima Neem Tree Southern magnolia Southern magnolia European beech Tilia cordata Ginkgo Coconut, Mount Saint Elias, Pinnacle Lake Tickner Hole Lakes Lake Chabot
266, Managed Grasslands, 22, Yellowstone, Breadfruit Bristlecone pine Papaya Clove Quercus serrata Nutmeg White oak, Mount Lincoln, Lower Lake Peters Canyon Reservoir Jewel Lake Castle Lake
267, Lakes and Reservoirs, 55, Amu Darya -- Panj, Quercus serrata Tea plant Adansonia digitata Silver birch Coast redwood Southern magnolia Giant sequoia American sycamore, Mount Lincoln, Antioch Municipal Reservoir Wampum Lake Muir Lake Dollar Lake Treasure Lakes
268, Heathlands and Related Shrublands, 9, White, Cacao tree Silver maple Ginkgo Silver maple Tilia cordata Clove Neem Tree Clove Clove Tree of heaven Sycamore maple, Atna Peaks, Lake Moran McGee Lake Chili Bar Reservoir Rim Lake Lost Lakes Red Rock Lake
269, Wetland Forests, 30, Benue, Banyan Magnolia kobus Tasmanian blue gum European ash Star magnolia Brazil nut Tree of heaven, Bill Williams Peak, Five Lakes, Little Santa Margarita Lake Olson
270, Aquatic Ecosystems, 55, Senegal, European ash Pistachio Tree of heaven Tree of heaven Bristlecone pine Eastern white pine Tree of heaven Neem Tree Tree of heaven Indian gooseberry Papaya American sycamore Curry tree Rubber fig, Antora Peak, Buttonwillow Slough Fern Lake Page Lake South Fork Lakes
271, Wetland Forests, 59, Huai River, Black locust Quercus acutissima Curry tree Pecan Tree of heaven Northern Red Oak Papaya, Mount Wrangell, Conness Lakes Mindego Lake Hidden Lake
272, Intertidal and Littoral Ecosystems, 7, Murray–Darling, Blue spruce Quercus acutissima Eastern white pine English oak Ginkgo Camphor tree, Mount Kaweah, Dale Lake Dugans Pond Hospital Lake Pitt Lake
273, Wetland Forests, 21, Snake, Quercus acutissima European ash Pecan Star magnolia Star magnolia Coast redwood Cacao tree European beech Silver birch, Bill Williams Peak, Clark Lake #1 Summit Lake Sweetwater Reservoir
274, Wetland Forests, 53, Northern Salado, Silver birch Pecan White oak Eastern white pine Weeping willow, Grays Peak, Johnson Lake Hole Lake Patricia Lake Boundary Lake Little Doris Lake
275, Greenhouse Ecosystems, 54, Lerma - Rio Grande de Santiago, Blue spruce English walnut American sycamore Clove Coast redwood Curry tree Quercus suber, Bill Williams Peak, Dusy Basin Lakes Lower Peters Canyon Reservoir Walker Lake Seven Gables Lakes 5
276, Temperate Deserts and Semi-Deserts, 33, (Rio Paraguay), Neem Tree Adansonia digitata Coconut Pará rubber tree Camphor tree Curry tree Coast redwood Giant sequoia Quercus suber Salix caprea White oak Giant sequoia, La Plata Peak, Sphinx Lakes Twin Lakes Ardeth Lake Muslatt Lake Gold Lake
277, Tree Crop Ecosystems, 42, Zeya, Papaya Neem Tree Ginkgo Northern Red Oak Southern magnolia Tea plant Pará rubber tree Pistachio Salix caprea, La Plata Peak, Hein Dam Petite Lake, Upper Pyramid Lake Raymond Lake Big Bear Lake Bakersfield Sports Show Pond
278, Polar and Alpine Tundra, 26, Purús, Salix caprea Adansonia digitata Quercus ilex Bristlecone pine Silver birch, Uncompahgre Peak, Cuddihy Lakes Cascade Lakes, Upper Kirkwood Lake
279, Bioindustrial Ecosystems, 37, Ghaghara, Cacao tree Ginkgo Indian gooseberry Breadfruit Quercus serrata Tea plant European beech Neem Tree Montezuma cypress Camphor tree, Handies Peak, Hermit Lake Avalanche Lake Hog Lake
280, Dry Coastal Ecosystems, 4, Vitim, Ginkgo Magnolia kobus Banyan Coconut Sycamore maple Eastern black walnut Quercus acutissima Coast redwood True cinnamon tree Indian gooseberry Curry tree, Mount Blackburn, Lost Lakes Upper Crystal Springs Reservoir Surveyors Valley Reservoir Ballard Reservoir Wet Meadows Reservoir Red Lake
281, Bioindustrial Ecosystems, 1, Upper Mississippi, Bay laurel Bristlecone pine Silver birch Adansonia digitata Quercus ilex Pecan Black locust Tree of heaven Coast redwood, Mount Cook, Bass Lake Meysan Lake Stampede Reservoir Sandy Wool Lake Green Valley
282, Hot Deserts and Arid Shrublands, 10, Vychegda, Silver birch European ash Eastern black walnut American sycamore Ginkgo Banyan White oak Pecan, La Plata Peak, Grinnell Lake, Little Crater Lake State Lakes
283, Wet Coastal Ecosystems, 27, Ohio–Allegheny, Pecan Giant sequoia Southern magnolia Tilia cordata Eastern white pine, Freemont Peak, Morongo Lakes Collins Lake Sphinx Lakes Blackbird Lake Eagle Rock Reservoir
284, Coniferous Forests, Temperate Deciduous Forests, 25, James (Dakotas), Curry tree Tasmanian blue gum Quercus serrata Pará rubber tree Papaya, Blanca Peak, Muriel Lake Crystal Waterhole Signal Butte Reservoir Griener Reservoir
285, Tree Crop Ecosystems, 7, Warburton–Georgina, Black locust Tasmanian blue gum Silver maple Breadfruit Blue spruce Star magnolia Coast redwood Southern magnolia Quercus ilex Tasmanian blue gum Pará rubber tree Silver maple, Mount Tom, Shays Hole Reservoir Weber Lake Five Lakes, Little
286, Intertidal and Littoral Ecosystems, 1, Belaya, Banyan True cinnamon tree Cacao tree Pecan Neem Tree, Mount Darwin, Sheep Camp Lake Weber Lake Chalfant Lakes
287, Ecosystems of Disturbed Ground, 3, Kwango, Clove European ash Quercus acutissima English walnut Pará rubber tree Banyan Star magnolia Curry tree Banyan, Vermilion Peak, Black Lake South Fork Lake, Lower Betty Lake Tule Lake
288, Inland Aquatic Ecosystems, 24, (Ganga), English oak Clove Quercus acutissima Brazil nut Breadfruit Quercus acutissima Giant sequoia, Crestone Peak, Golden Lake Pioneer Basin Lakes Lake Sutherland Par Value Lakes Fraser Lakes
289, Intertidal and Littoral Ecosystems, 46, Lena, Weeping willow Eastern white pine Neem Tree Pistachio Eastern black walnut Banyan European beech Coconut, Mount Oso, Dry Lakes Caperton Reservoir Tower Lake Upper Stone Canyon Reservoir Red Rock Lakes
290, Lakes and Reservoirs, 19, Iriri, Coconut Papaya Coast redwood Silver birch Coast redwood Southern magnolia Eastern black walnut White oak Banyan, Windom Peak, Golden Trout Lake #1 Slattery Pond Milton Reservoir
291, Temperate Broad-Leaved Evergreen Forests, 3, Bermejo, Tasmanian blue gum Pará rubber tree Southern magnolia American sycamore Banyan Tilia cordata Southern magnolia Pistachio Silver birch English oak, Mount Saint Elias, Meteor Lake Big Dalton Reservoir Deer Lakes Big Five No. 6
292, Field Crop Ecosystems, 42, (Duna), Coconut Quercus ilex Eastern white pine Camphor tree Tea plant Coast redwood, Mount Morgan, Wonder Lakes Big Duck Lake Crooked Lakes Medicine Lake Chain Lakes Bear Twin Lakes
293, Bioindustrial Ecosystems, 1, Jialing River, Blue spruce Sycamore maple Brazil nut Silver birch Black locust European ash Rubber fig Weeping willow, Conejos Peak, Kid Lakes Lower Sunset Lake Shriner Lake El Toro Reservoir
294, Tropical Rain Forest Ecosystems, 32, Stony Tunguska, Coast redwood Neem Tree Quercus serrata Star magnolia Sycamore maple Salix caprea True cinnamon tree Adansonia digitata Bay laurel True cinnamon tree, Bennett Peak, Crabtree Lake Blossom Lakes Reymann Lake American Lake Lytton Lake Mamie Lake
295, Managed Aquatic Ecosystems, 49, Indus, Silver maple Quercus suber Silver maple European beech Bristlecone pine Eastern white pine Clove Northern Red Oak Nutmeg, Summit Peak, Cardinal Lake Hunewill Lake Marie Lakes Table Meadows No. 10
296, Ecosystems of the Deep Ocean, 58, Paraná – Río de la Plata, Bristlecone pine Eastern black walnut European beech Northern Red Oak Quercus ilex Sycamore maple Bristlecone pine Coconut True cinnamon tree Coconut, Maroon Peak, Eachus Lake Culbertson Lake Goethe Basin No.1
